1 ('abaga_sil-1966', '2009_DOG') 2
6885 ('sumau_zgraggen-1980-raicoast', '948_WATER') 2
6886 ('sumau_zgraggen-1980-raicoast', '970_COCONUT') 3
6887 ('sumau_zgraggen-1980-raicoast', '977_ARROW') 3
6888 ('tabo_reesink-1976', '1209_I') 2
6889 ('tabo_reesink-1976', '2159_GROUND') 2
6890 ('tabo_reesink-1976', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
6891 ('tabriak_foley2005', '1202_BIG') 2
6892 ('tabriak_foley2005', '1205_TONGUE') 2
6893 ('tabriak_foley2005', '1221_NOSE') 2
6894 ('tabriak_foley2005', '1247_EAR') 2
6895 ('tabriak_foley2005', '1248_EYE') 2
6896 ('tabriak_foley2005', '1252_HOUSE') 2
6897 ('tabriak_foley2005', '1287_COLD') 2
6898 ('tabriak_foley2005', '1313_MOON') 2
6899 ('tabriak_foley2005', '1336_EAT') 2
6900 ('tabriak_foley2005', '1337_PIG') 2
6901 ('tabriak_foley2005', '1343_SUN') 2
6902 ('tabriak_foley2005', '1380_TOOTH') 2
6903 ('tabriak_foley2005', '1394_BONE') 2
6904 ('tabriak_foley2005', '1402_BREAST') 2
6905 ('tabriak_foley2005', '1408_HEAR') 2
6906 ('tabriak_foley2005', '1416_SIT') 2
6907 ('tabriak_foley2005', '1430_STAR') 2
6908 ('tabriak_foley2005', '1433_HIT') 2
6909 ('tabriak_foley2005', '1446_COME') 2
6910 ('tabriak_foley2005', '1493_ONE') 2
6911 ('tabriak_foley2005', '1498_TWO') 2
6912 ('tabriak_foley2005', '1509_MOSQUITO') 2
6913 ('tabriak_foley2005', '1857_CROCODILE') 2
6914 ('tabriak_foley2005', '189_HAIR_BODY') 2
6915 ('tabriak_foley2005', '2098_FOOT_OR_LEG') 2
6916 ('tabriak_foley2005', '2159_GROUND') 2
6917 ('tabriak_foley2005', '217_BETELNUT') 2
6918 ('tabriak_foley2005', '221_FIRE') 2
6919 ('tabriak_foley2005', '492_THREE') 2
6920 ('tabriak_foley2005', '628_LEAF') 2
6921 ('tabriak_foley2005', '675_FAECES_EXCREMENT') 2
6922 ('tabriak_foley2005', '683_PERSON') 2
6923 ('tabriak_foley2005', '695_GO') 2
6924 ('tabriak_foley2005', '730_SNAKE') 2
6925 ('tabriak_foley2005', '744_EGG') 2
6926 ('tabriak_foley2005', '817_THEY') 2
6927 ('tabriak_foley2005', '930_VILLAGE') 2
6928 ('tabriak_foley2005', '946_BLOOD') 2
6929 ('tabriak_foley2005', '948_WATER') 2
6930 ('tabriak_foley2005', '962_WOMAN') 2
6931 ('tabriak_foley2005', '982_LIME_FRUIT') 2
6932 ('tabriak_sil-1967c', '1215_THOU') 2
6933 ('tabriak_sil-1967c', '2098_FOOT_OR_LEG') 2
6934 ('tabriak_sil-1967c', '817_THEY') 2
6935 ('tabriak_sil-1967c', '960_WIND') 2
6936 ('tabriak_sil-1990', '1035_GOOD') 2
6937 ('tabriak_sil-1990', '1220_TAIL') 3
6938 ('tabriak_sil-1990', '1233_NIGHT') 2
6939 ('tabriak_sil-1990', '1313_MOON') 2
6940 ('tabriak_sil-1990', '1446_COME') 2
6941 ('tabriak_sil-1990', '1554_MAN') 2
6942 ('tabriak_sil-1990', '2272_HOT_OR_WARM') 2
6943 ('tabriak_sil-1990', '2638_FISHING') 2
6944 ('tabriak_sil-1990', '503_FROG') 5
6945 ('tabriak_sil-1990', '817_THEY') 2
6946 ('tabriak_sil-1990', '857_STONE') 2
6947 ('tabriak_sil-1990', '962_WOMAN') 2
6948 ('taikat_voorhoeve-1971', '189_HAIR_BODY') 2
6949 ('tainae_lloyd-1973', '1335_WHITE') 2
6950 ('tainae_lloyd-1973', '1442_STAND') 2
6951 ('tainae_lloyd-1973', '634_MEAT') 2
6952 ('tainae_lloyd-1973', '744_EGG') 2
6953 ('tairora-north_scott1978', '1417_KILL') 2
6954 ('tairora-north_scott1978', '1430_STAR') 2
6955 ('tairora-north_scott1978', '628_LEAF') 2
6956 ('tairuma_brown-1973', '1201_FEATHER') 2
6957 ('tairuma_brown-1973', '1202_BIG') 2
6958 ('tairuma_brown-1973', '1240_NOT') 2
6959 ('tairuma_brown-1973', '1246_SMALL') 2
6960 ('tairuma_brown-1973', '1417_KILL') 2
6961 ('tairuma_brown-1973', '1446_COME') 2
6962 ('tairuma_brown-1973', '1623_SPEAK') 2
6963 ('tairuma_brown-1973', '215_LIE_DOWN') 2
6964 ('tairuma_brown-1973', '671_SAND') 2
6965 ('tairuma_brown-1973', '683_PERSON') 2
6966 ('tairuma_brown-1973', '72_CLAW') 2
6967 ('tanahmerah_voorhoeve-1975', '1035_GOOD') 2
6968 ('tanahmerah_voorhoeve-1975', '1209_I') 2
6969 ('tanahmerah_voorhoeve-1975', '1212_WE') 2
6970 ('tanahmerah_voorhoeve-1975', '1215_THOU') 2
6971 ('tanahmerah_voorhoeve-1975', '1220_TAIL') 2
6972 ('tanahmerah_voorhoeve-1975', '1233_NIGHT') 2
6973 ('tanahmerah_voorhoeve-1975', '1248_EYE') 2
6974 ('tanahmerah_voorhoeve-1975', '1256_HEAD') 2
6975 ('tanahmerah_voorhoeve-1975', '1258_FINGERNAIL') 2
6976 ('tanahmerah_voorhoeve-1975', '1336_EAT') 2
6977 ('tanahmerah_voorhoeve-1975', '1337_PIG') 2
6978 ('tanahmerah_voorhoeve-1975', '1343_SUN') 2
6979 ('tanahmerah_voorhoeve-1975', '1380_TOOTH') 2
6980 ('tanahmerah_voorhoeve-1975', '1392_LOUSE') 2
6981 ('tanahmerah_voorhoeve-1975', '1394_BONE') 2
6982 ('tanahmerah_voorhoeve-1975', '1405_NAME') 2
6983 ('tanahmerah_voorhoeve-1975', '1409_SEE') 2
6984 ('tanahmerah_voorhoeve-1975', '1416_SIT') 2
6985 ('tanahmerah_voorhoeve-1975', '1446_COME') 2
6986 ('tanahmerah_voorhoeve-1975', '1447_GIVE') 2
6987 ('tanahmerah_voorhoeve-1975', '1493_ONE') 2
6988 ('tanahmerah_voorhoeve-1975', '1498_TWO') 2
6989 ('tanahmerah_voorhoeve-1975', '1554_MAN') 2
6990 ('tanahmerah_voorhoeve-1975', '1585_SLEEP') 2
6991 ('tanahmerah_voorhoeve-1975', '163_BLACK') 2
6992 ('tanahmerah_voorhoeve-1975', '189_HAIR_BODY') 2
6993 ('tanahmerah_voorhoeve-1975', '2009_DOG') 2
6994 ('tanahmerah_voorhoeve-1975', '2098_FOOT_OR_LEG') 2
6995 ('tanahmerah_voorhoeve-1975', '2121_ARM_OR_HAND') 2
6996 ('tanahmerah_voorhoeve-1975', '2159_GROUND') 2
6997 ('tanahmerah_voorhoeve-1975', '221_FIRE') 2
6998 ('tanahmerah_voorhoeve-1975', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
6999 ('tanahmerah_voorhoeve-1975', '646_ASH') 2
7000 ('tanahmerah_voorhoeve-1975', '744_EGG') 2
7001 ('tanahmerah_voorhoeve-1975', '763_SKIN') 2
7002 ('tanahmerah_voorhoeve-1975', '857_STONE') 2
7003 ('tanahmerah_voorhoeve-1975', '906_TREE') 3
7004 ('tanahmerah_voorhoeve-1975', '937_BIRD') 2
7005 ('tanahmerah_voorhoeve-1975', '946_BLOOD') 2
7006 ('tanahmerah_voorhoeve-1975', '948_WATER') 2
7007 ('tanggu_foley2005', '1035_GOOD') 2
7008 ('tanggu_foley2005', '1202_BIG') 2
7009 ('tanggu_foley2005', '1336_EAT') 2
7010 ('tanggu_foley2005', '1408_HEAR') 2
7011 ('tanggu_foley2005', '1416_SIT') 2
7012 ('tanggu_foley2005', '1442_STAND') 2
7013 ('tanggu_foley2005', '1446_COME') 2
7014 ('tanggu_foley2005', '163_BLACK') 2
7015 ('tanggu_foley2005', '189_HAIR_BODY') 2
7016 ('tanggu_foley2005', '221_FIRE') 2
7017 ('tanggu_foley2005', '2270_SAGO') 2
7018 ('tanggu_foley2005', '695_GO') 2
7019 ('tanggu_foley2005', '817_THEY') 2
7020 ('tangko_hughes-2009', '1246_SMALL') 2
7021 ('tangko_hughes-2009', '1645_SHORT') 2
7022 ('tangko_hughes-2009', '189_HAIR_BODY') 2
7023 ('tangko_hughes-2009', '2102_BURN') 2
7024 ('tauade_sil-1980', '1035_GOOD') 2
7025 ('tauade_sil-1980', '1203_LONG') 2
7026 ('tauade_sil-1980', '1210_HEAVY') 2
7027 ('tauade_sil-1980', '1366_BOY') 2
7028 ('tauade_sil-1980', '2098_FOOT_OR_LEG') 2
7029 ('tauade_sil-1980', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7030 ('tauade_sil-1980', '262_HE_OR_SHE_OR_IT') 2
7031 ('tauade_sil-1980', '466_CASSOWARY') 2
7032 ('tauade_sil-1980', '503_FROG') 2
7033 ('tauade_sil-1980', '634_MEAT') 2
7034 ('tauade_sil-1980', '725_OLD_PERSON') 2
7035 ('tauade_sil-1980', '817_THEY') 3
7036 ('tauade_sil-1980', '879_COUGH') 2
7037 ('tause-deirate_clouse-1997', '1231_NEW') 2
7038 ('tause-deirate_clouse-1997', '189_HAIR_BODY') 2
7039 ('tause-weirate_clouse-1997', '189_HAIR_BODY') 2
7040 ('tause_clouse-1997', '1214_THIS') 2
7041 ('tause_clouse-1997', '1231_NEW') 2
7042 ('tause_clouse-1997', '189_HAIR_BODY') 2
7043 ('tause_clouse-1997', '78_THAT') 2
7044 ('tauya_zgraggen-1980-sadelbert', '1035_GOOD') 2
7045 ('tauya_zgraggen-1980-sadelbert', '1216_MOTHER') 2
7046 ('tauya_zgraggen-1980-sadelbert', '1220_TAIL') 2
7047 ('tauya_zgraggen-1980-sadelbert', '1295_STICK') 2
7048 ('tauya_zgraggen-1980-sadelbert', '1318_CHICKEN') 3
7049 ('tauya_zgraggen-1980-sadelbert', '1336_EAT') 2
7050 ('tauya_zgraggen-1980-sadelbert', '1352_KNIFE') 2
7051 ('tauya_zgraggen-1980-sadelbert', '1371_KNEE') 2
7052 ('tauya_zgraggen-1980-sadelbert', '1406_FAR') 2
7053 ('tauya_zgraggen-1980-sadelbert', '1408_HEAR') 2
7054 ('tauya_zgraggen-1980-sadelbert', '1409_SEE') 2
7055 ('tauya_zgraggen-1980-sadelbert', '1442_STAND') 2
7056 ('tauya_zgraggen-1980-sadelbert', '146_SUGAR_CANE') 2
7057 ('tauya_zgraggen-1980-sadelbert', '156_RED') 2
7058 ('tauya_zgraggen-1980-sadelbert', '165_WALLABY') 2
7059 ('tauya_zgraggen-1980-sadelbert', '1690_FENCE') 3
7060 ('tauya_zgraggen-1980-sadelbert', '175_BLOW_OF_WIND') 2
7061 ('tauya_zgraggen-1980-sadelbert', '2092_HIS_OR_HER') 2
7062 ('tauya_zgraggen-1980-sadelbert', '2099_CHILD') 2
7063 ('tauya_zgraggen-1980-sadelbert', '2159_GROUND') 2
7064 ('tauya_zgraggen-1980-sadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7065 ('tauya_zgraggen-1980-sadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7066 ('tauya_zgraggen-1980-sadelbert', '2708_TALK') 2
7067 ('tauya_zgraggen-1980-sadelbert', '351_TARO') 2
7068 ('tauya_zgraggen-1980-sadelbert', '410_YAM') 2
7069 ('tauya_zgraggen-1980-sadelbert', '639_MOUNTAIN') 2
7070 ('tauya_zgraggen-1980-sadelbert', '646_ASH') 2
7071 ('tauya_zgraggen-1980-sadelbert', '677_AXE') 2
7072 ('tauya_zgraggen-1980-sadelbert', '700_CARRY') 2
7073 ('tauya_zgraggen-1980-sadelbert', '725_OLD_PERSON') 3
7074 ('tauya_zgraggen-1980-sadelbert', '908_DRUM') 2
7075 ('tauya_zgraggen-1980-sadelbert', '970_COCONUT') 2
7076 ('tauya_zgraggen-1980-sadelbert', '977_ARROW') 4
7077 ('tebi_voorhoeve-1975', '1035_GOOD') 2
7078 ('tebi_voorhoeve-1975', '1416_SIT') 2
7079 ('tebi_voorhoeve-1975', '1447_GIVE') 2
7080 ('tebi_voorhoeve-1975', '744_EGG') 2
7081 ('tebi_voorhoeve-1975', '937_BIRD') 2
7082 ('tehit_voorhoeve-1975', '1220_TAIL') 2
7083 ('tehit_voorhoeve-1975', '1498_TWO') 2
7084 ('teiwa-deing_stokhof-1975', '1409_SEE') 2
7085 ('teiwa-deing_stokhof-1975', '2457_PATH_OR_ROAD') 2
7086 ('teiwa-deing_stokhof-1975', '323_FAT_ORGANIC_SUBSTANCE') 2
7087 ('teiwa-lebang_stokhof-1975', '1500_FOUR') 2
7088 ('teiwa-madar_stokhof-1975', '1371_KNEE') 2
7089 ('teiwa-madar_stokhof-1975', '1504_FLY_INSECT') 2
7090 ('teiwa-madar_stokhof-1975', '2457_PATH_OR_ROAD') 2
7091 ('teiwa-madar_stokhof-1975', '323_FAT_ORGANIC_SUBSTANCE') 2
7092 ('teiwa-madar_stokhof-1975', '634_MEAT') 2
7093 ('teiwa-sargang_stokhof-1975', '2457_PATH_OR_ROAD') 2
7094 ('teiwa-sargang_stokhof-1975', '323_FAT_ORGANIC_SUBSTANCE') 2
7095 ('teiwa-sargang_stokhof-1975', '948_WATER') 3
7096 ('telefol_loughnane-and-fedden-2011', '1217_FATHER') 2
7097 ('telefol_loughnane-and-fedden-2011', '1221_NOSE') 2
7098 ('telefol_loughnane-and-fedden-2011', '1337_PIG') 2
7099 ('telefol_loughnane-and-fedden-2011', '1343_SUN') 2
7100 ('telefol_loughnane-and-fedden-2011', '1424_YELLOW') 2
7101 ('telefol_loughnane-and-fedden-2011', '146_SUGAR_CANE') 2
7102 ('telefol_loughnane-and-fedden-2011', '470_POSSUM') 2
7103 ('telefol_loughnane-and-fedden-2011', '937_BIRD') 2
7104 ('telefol_loughnane-and-fedden-2011', '977_ARROW') 3
7105 ('telefol_mcelhanon_and_voorhoeve1970', '1209_I') 2
7106 ('telefol_mcelhanon_and_voorhoeve1970', '1212_WE') 2
7107 ('telefol_mcelhanon_and_voorhoeve1970', '1247_EAR') 2
7108 ('telefol_mcelhanon_and_voorhoeve1970', '1336_EAT') 2
7109 ('telefol_mcelhanon_and_voorhoeve1970', '1405_NAME') 2
7110 ('telefol_mcelhanon_and_voorhoeve1970', '1623_SPEAK') 2
7111 ('telefol_mcelhanon_and_voorhoeve1970', '2121_ARM_OR_HAND') 7
7112 ('telefol_mcelhanon_and_voorhoeve1970', '2304_THEE_OBLIQUE_CASE_OF_YOU') 5
7113 ('telefol_mcelhanon_and_voorhoeve1970', '262_HE_OR_SHE_OR_IT') 4
7114 ('telefol_mcelhanon_and_voorhoeve1970', '646_ASH') 2
7115 ('tidore_pikkert-et-al1994', '1035_GOOD') 2
7116 ('tidore_pikkert-et-al1994', '1209_I') 3
7117 ('tidore_pikkert-et-al1994', '1214_THIS') 2
7118 ('tidore_pikkert-et-al1994', '1216_MOTHER') 2
7119 ('tidore_pikkert-et-al1994', '1257_WING') 2
7120 ('tidore_pikkert-et-al1994', '1336_EAT') 2
7121 ('tidore_pikkert-et-al1994', '1408_HEAR') 2
7122 ('tidore_pikkert-et-al1994', '1418_DIG') 3
7123 ('tidore_pikkert-et-al1994', '1441_FLY_MOVE_THROUGH_AIR') 2
7124 ('tidore_pikkert-et-al1994', '1443_WALK') 2
7125 ('tidore_pikkert-et-al1994', '1489_CLOUD') 2
7126 ('tidore_pikkert-et-al1994', '1786_DRY_UP') 2
7127 ('tidore_pikkert-et-al1994', '2272_HOT_OR_WARM') 2
7128 ('tidore_pikkert-et-al1994', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7129 ('tidore_pikkert-et-al1994', '262_HE_OR_SHE_OR_IT') 2
7130 ('tidore_pikkert-et-al1994', '628_LEAF') 2
7131 ('tidore_pikkert-et-al1994', '78_THAT') 2
7132 ('tidore_pikkert-et-al1994', '98_ALL') 2
7133 ('tifal_loughnane-and-fedden-2011', '1210_HEAVY') 2
7134 ('tifal_loughnane-and-fedden-2011', '1217_FATHER') 2
7135 ('tifal_loughnane-and-fedden-2011', '1337_PIG') 2
7136 ('tifal_loughnane-and-fedden-2011', '1432_CUT') 2
7137 ('tifal_loughnane-and-fedden-2011', '1592_CHEST') 2
7138 ('tifal_loughnane-and-fedden-2011', '2009_DOG') 2
7139 ('tifal_loughnane-and-fedden-2011', '646_ASH') 2
7140 ('tifal_loughnane-and-fedden-2011', '937_BIRD') 2
7141 ('tifal_loughnane-and-fedden-2011', '977_ARROW') 2
7142 ('tifal_mcelhanon_and_voorhoeve1970', '1209_I') 2
7143 ('tifal_mcelhanon_and_voorhoeve1970', '1247_EAR') 2
7144 ('tifal_mcelhanon_and_voorhoeve1970', '2121_ARM_OR_HAND') 2
7145 ('tifal_mcelhanon_and_voorhoeve1970', '2304_THEE_OBLIQUE_CASE_OF_YOU') 5
7146 ('tifal_mcelhanon_and_voorhoeve1970', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7147 ('tifal_mcelhanon_and_voorhoeve1970', '262_HE_OR_SHE_OR_IT') 4
7148 ('tifal_mcelhanon_and_voorhoeve1970', '778_SMOKE_EXHAUST') 2
7149 ('timbe_mcelhanon-1967', '2272_HOT_OR_WARM') 2
7150 ('timbe_mcelhanon_and_voorhoeve1970', '1458_SAY') 2
7151 ('toaripi_brown-1973', '1198_MANY') 2
7152 ('toaripi_brown-1973', '1201_FEATHER') 2
7153 ('toaripi_brown-1973', '1202_BIG') 2
7154 ('toaripi_brown-1973', '1214_THIS') 2
7155 ('toaripi_brown-1973', '1240_NOT') 2
7156 ('toaripi_brown-1973', '1246_SMALL') 2
7157 ('toaripi_brown-1973', '1417_KILL') 2
7158 ('toaripi_brown-1973', '1446_COME') 2
7159 ('toaripi_brown-1973', '1623_SPEAK') 2
7160 ('toaripi_brown-1973', '163_BLACK') 2
7161 ('toaripi_brown-1973', '215_LIE_DOWN') 2
7162 ('toaripi_brown-1973', '671_SAND') 2
7163 ('toaripi_brown-1973', '72_CLAW') 2
7164 ('toaripi_brown-1973', '78_THAT') 2
7165 ('tobo_mcelhanon-1967', '2272_HOT_OR_WARM') 2
7166 ('tok-pisin_abbott1985', '2098_FOOT_OR_LEG') 2
7167 ('tokano_sil-1965', '1240_NOT') 2
7168 ('tokano_sil-1965', '1408_HEAR') 2
7169 ('tokano_sil-1965', '1410_KNOW_SOMETHING') 2
7170 ('tokano_sil-1965', '2098_FOOT_OR_LEG') 2
7171 ('tsaukambo_hughes-2009', '1786_DRY_UP') 3
7172 ('tsaukambo_hughes-2009', '189_HAIR_BODY') 2
7173 ('tureture_mcelhanon_and_voorhoeve1970', '2098_FOOT_OR_LEG') 2
7174 ('tureture_mcelhanon_and_voorhoeve1970', '2121_ARM_OR_HAND') 2
7175 ('tureture_mcelhanon_and_voorhoeve1970', '221_FIRE') 2
7176 ('tureture_mcelhanon_and_voorhoeve1970', '778_SMOKE_EXHAUST') 2
7177 ('tureture_wurm-1973', '1247_EAR') 2
7178 ('tureture_wurm-1973', '1333_NECK') 2
7179 ('tureture_wurm-1973', '189_HAIR_BODY') 2
7180 ('tureture_wurm-1973', '714_SEED') 2
7181 ('tureture_wurm-1973', '763_SKIN') 2
7182 ('uare_dutton1970', '1214_THIS') 2
7183 ('uare_dutton1970', '1280_FALL') 2
7184 ('uare_dutton1970', '1447_GIVE') 3
7185 ('uare_dutton1970', '1554_MAN') 2
7186 ('uare_dutton1970', '189_HAIR_BODY') 2
7187 ('uare_dutton1970', '2099_CHILD') 2
7188 ('uare_dutton1970', '2103_PAINFUL_OR_SICK') 2
7189 ('uare_dutton1970', '410_YAM') 3
7190 ('uare_dutton1970', '962_WOMAN') 2
7191 ('uare_sil-1988', '1214_THIS') 2
7192 ('uare_sil-1988', '2098_FOOT_OR_LEG') 2
7193 ('ukuriguma_zgraggen-1980-nadelbert', '1216_MOTHER') 3
7194 ('ukuriguma_zgraggen-1980-nadelbert', '1217_FATHER') 3
7195 ('ukuriguma_zgraggen-1980-nadelbert', '1220_TAIL') 2
7196 ('ukuriguma_zgraggen-1980-nadelbert', '1221_NOSE') 2
7197 ('ukuriguma_zgraggen-1980-nadelbert', '1318_CHICKEN') 2
7198 ('ukuriguma_zgraggen-1980-nadelbert', '1403_BITE') 2
7199 ('ukuriguma_zgraggen-1980-nadelbert', '1409_SEE') 2
7200 ('ukuriguma_zgraggen-1980-nadelbert', '1418_DIG') 2
7201 ('ukuriguma_zgraggen-1980-nadelbert', '1424_YELLOW') 2
7202 ('ukuriguma_zgraggen-1980-nadelbert', '1432_CUT') 2
7203 ('ukuriguma_zgraggen-1980-nadelbert', '1442_STAND') 2
7204 ('ukuriguma_zgraggen-1980-nadelbert', '1490_RAT') 2
7205 ('ukuriguma_zgraggen-1980-nadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 3
7206 ('ukuriguma_zgraggen-1980-nadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 3
7207 ('ukuriguma_zgraggen-1980-nadelbert', '2708_TALK') 4
7208 ('ukuriguma_zgraggen-1980-nadelbert', '351_TARO') 2
7209 ('ukuriguma_zgraggen-1980-nadelbert', '410_YAM') 2
7210 ('ukuriguma_zgraggen-1980-nadelbert', '470_POSSUM') 2
7211 ('ukuriguma_zgraggen-1980-nadelbert', '677_AXE') 2
7212 ('ukuriguma_zgraggen-1980-nadelbert', '700_CARRY') 2
7213 ('ukuriguma_zgraggen-1980-nadelbert', '725_OLD_PERSON') 2
7214 ('ukuriguma_zgraggen-1980-nadelbert', '908_DRUM') 2
7215 ('ukuriguma_zgraggen-1980-nadelbert', '970_COCONUT') 2
7216 ('ukuriguma_zgraggen-1980-nadelbert', '977_ARROW') 4
7217 ('ukuriguma_zgraggen-1980-nadelbert', '981_ELBOW') 2
7218 ('una_voorhoeve-1975', '2121_ARM_OR_HAND') 2
7219 ('unknown1_sil-nd', '1202_BIG') 2
7220 ('unknown1_sil-nd', '1203_LONG') 2
7221 ('unknown1_sil-nd', '1246_SMALL') 2
7222 ('unknown1_sil-nd', '1336_EAT') 2
7223 ('unknown1_sil-nd', '1371_KNEE') 2
7224 ('unknown1_sil-nd', '1380_TOOTH') 2
7225 ('unknown1_sil-nd', '1403_BITE') 2
7226 ('unknown1_sil-nd', '1409_SEE') 2
7227 ('unknown1_sil-nd', '1416_SIT') 2
7228 ('unknown1_sil-nd', '1442_STAND') 2
7229 ('unknown1_sil-nd', '1446_COME') 2
7230 ('unknown1_sil-nd', '1447_GIVE') 2
7231 ('unknown1_sil-nd', '1489_CLOUD') 2
7232 ('unknown1_sil-nd', '1493_ONE') 2
7233 ('unknown1_sil-nd', '1498_TWO') 2
7234 ('unknown1_sil-nd', '1554_MAN') 2
7235 ('unknown1_sil-nd', '2098_FOOT_OR_LEG') 2
7236 ('unknown1_sil-nd', '215_LIE_DOWN') 2
7237 ('unknown1_sil-nd', '628_LEAF') 2
7238 ('unknown1_sil-nd', '646_ASH') 2
7239 ('unknown1_sil-nd', '763_SKIN') 2
7240 ('ura_sil-1970', '2098_FOOT_OR_LEG') 2
7241 ('ura_sil-1970', '817_THEY') 2
7242 ('ura_sil-1971', '1380_TOOTH') 2
7243 ('ura_sil-1971', '817_THEY') 2
7244 ('ura_sil-1975c', '1204_BARK') 2
7245 ('ura_sil-1975c', '1252_HOUSE') 2
7246 ('ura_sil-1975c', '817_THEY') 2
7247 ('uri-siara_retsema-et-al-2009', '1313_MOON') 2
7248 ('uri-siara_retsema-et-al-2009', '1352_KNIFE') 2
7249 ('uri-siara_retsema-et-al-2009', '1371_KNEE') 2
7250 ('uri-siara_retsema-et-al-2009', '763_SKIN') 2
7251 ('uri-siara_retsema-et-al-2009', '868_BANANA') 2
7252 ('uri-sintogoro_retsema-et-al-2009', '1352_KNIFE') 2
7253 ('uri-sintogoro_retsema-et-al-2009', '78_THAT') 2
7254 ('uri_mcelhanon_and_voorhoeve1970', '1209_I') 2
7255 ('urigina_zgraggen-1980-raicoast', '1216_MOTHER') 2
7256 ('urigina_zgraggen-1980-raicoast', '1217_FATHER') 2
7257 ('urigina_zgraggen-1980-raicoast', '1220_TAIL') 2
7258 ('urigina_zgraggen-1980-raicoast', '1257_WING') 2
7259 ('urigina_zgraggen-1980-raicoast', '1258_FINGERNAIL') 2
7260 ('urigina_zgraggen-1980-raicoast', '1268_YES') 3
7261 ('urigina_zgraggen-1980-raicoast', '1318_CHICKEN') 3
7262 ('urigina_zgraggen-1980-raicoast', '1394_BONE') 2
7263 ('urigina_zgraggen-1980-raicoast', '1442_STAND') 2
7264 ('urigina_zgraggen-1980-raicoast', '1447_GIVE') 2
7265 ('urigina_zgraggen-1980-raicoast', '1482_SHOULDER') 2
7266 ('urigina_zgraggen-1980-raicoast', '1504_FLY_INSECT') 2
7267 ('urigina_zgraggen-1980-raicoast', '1507_FRUIT') 2
7268 ('urigina_zgraggen-1980-raicoast', '2092_HIS_OR_HER') 3
7269 ('urigina_zgraggen-1980-raicoast', '2270_SAGO') 2
7270 ('urigina_zgraggen-1980-raicoast', '2272_HOT_OR_WARM') 2
7271 ('urigina_zgraggen-1980-raicoast', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
7272 ('urigina_zgraggen-1980-raicoast', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
7273 ('urigina_zgraggen-1980-raicoast', '235_FLYING_FOX') 2
7274 ('urigina_zgraggen-1980-raicoast', '2708_TALK') 2
7275 ('urigina_zgraggen-1980-raicoast', '351_TARO') 3
7276 ('urigina_zgraggen-1980-raicoast', '410_YAM') 2
7277 ('urigina_zgraggen-1980-raicoast', '420_FOREST') 2
7278 ('urigina_zgraggen-1980-raicoast', '470_POSSUM') 3
7279 ('urigina_zgraggen-1980-raicoast', '639_MOUNTAIN') 3
7280 ('urigina_zgraggen-1980-raicoast', '646_ASH') 2
7281 ('urigina_zgraggen-1980-raicoast', '677_AXE') 3
7282 ('urigina_zgraggen-1980-raicoast', '700_CARRY') 2
7283 ('urigina_zgraggen-1980-raicoast', '725_OLD_PERSON') 2
7284 ('urigina_zgraggen-1980-raicoast', '744_EGG') 2
7285 ('urigina_zgraggen-1980-raicoast', '906_TREE') 2
7286 ('urigina_zgraggen-1980-raicoast', '908_DRUM') 2
7287 ('urigina_zgraggen-1980-raicoast', '970_COCONUT') 3
7288 ('urigina_zgraggen-1980-raicoast', '977_ARROW') 4
7289 ('usan_zgraggen-1980-nadelbert', '1198_MANY') 2
7290 ('usan_zgraggen-1980-nadelbert', '1209_I') 2
7291 ('usan_zgraggen-1980-nadelbert', '1216_MOTHER') 2
7292 ('usan_zgraggen-1980-nadelbert', '1217_FATHER') 2
7293 ('usan_zgraggen-1980-nadelbert', '1220_TAIL') 2
7294 ('usan_zgraggen-1980-nadelbert', '1246_SMALL') 2
7295 ('usan_zgraggen-1980-nadelbert', '1318_CHICKEN') 2
7296 ('usan_zgraggen-1980-nadelbert', '1406_FAR') 2
7297 ('usan_zgraggen-1980-nadelbert', '1408_HEAR') 2
7298 ('usan_zgraggen-1980-nadelbert', '1409_SEE') 2
7299 ('usan_zgraggen-1980-nadelbert', '1442_STAND') 2
7300 ('usan_zgraggen-1980-nadelbert', '1447_GIVE') 3
7301 ('usan_zgraggen-1980-nadelbert', '1554_MAN') 2
7302 ('usan_zgraggen-1980-nadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 4
7303 ('usan_zgraggen-1980-nadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 3
7304 ('usan_zgraggen-1980-nadelbert', '2708_TALK') 3
7305 ('usan_zgraggen-1980-nadelbert', '351_TARO') 3
7306 ('usan_zgraggen-1980-nadelbert', '410_YAM') 2
7307 ('usan_zgraggen-1980-nadelbert', '466_CASSOWARY') 2
7308 ('usan_zgraggen-1980-nadelbert', '470_POSSUM') 2
