1 ('abaga_sil-1966', '2009_DOG') 2
5074 ('minanibai_franklin-1973-b', '1247_EAR') 2
5075 ('minanibai_franklin-1973-b', '221_FIRE') 2
5076 ('mindik_mcelhanon-1967', '2272_HOT_OR_WARM') 2
5077 ('mindik_mcelhanon_and_voorhoeve1970', '2098_FOOT_OR_LEG') 2
5078 ('mindik_mcelhanon_and_voorhoeve1970', '2272_HOT_OR_WARM') 2
5079 ('minidien_laycock1968', '857_STONE') 2
5080 ('miyak_davies_and_comrie1985', '1220_TAIL') 2
5081 ('miyak_davies_and_comrie1985', '817_THEY') 2
5082 ('moere_zgraggen-1980-nadelbert', '1172_SHOOT') 2
5083 ('moere_zgraggen-1980-nadelbert', '1220_TAIL') 2
5084 ('moere_zgraggen-1980-nadelbert', '1246_SMALL') 2
5085 ('moere_zgraggen-1980-nadelbert', '1318_CHICKEN') 2
5086 ('moere_zgraggen-1980-nadelbert', '1403_BITE') 2
5087 ('moere_zgraggen-1980-nadelbert', '189_HAIR_BODY') 2
5088 ('moere_zgraggen-1980-nadelbert', '1927_BAMBOO') 2
5089 ('moere_zgraggen-1980-nadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5090 ('moere_zgraggen-1980-nadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5091 ('moere_zgraggen-1980-nadelbert', '351_TARO') 2
5092 ('moere_zgraggen-1980-nadelbert', '410_YAM') 2
5093 ('moere_zgraggen-1980-nadelbert', '677_AXE') 2
5094 ('moere_zgraggen-1980-nadelbert', '700_CARRY') 2
5095 ('moere_zgraggen-1980-nadelbert', '725_OLD_PERSON') 2
5096 ('moere_zgraggen-1980-nadelbert', '908_DRUM') 2
5097 ('moere_zgraggen-1980-nadelbert', '970_COCONUT') 2
5098 ('moere_zgraggen-1980-nadelbert', '977_ARROW') 2
5099 ('moi_voorhoeve-1975', '1585_SLEEP') 2
5100 ('mokorua_smallhorn-2011', '1489_CLOUD') 2
5101 ('mokorua_smallhorn-2011', '159_SWEET_POTATO') 2
5102 ('mokorua_smallhorn-2011', '674_MOUTH') 2
5103 ('momare_mcelhanon_and_voorhoeve1970', '1205_TONGUE') 2
5104 ('momare_mcelhanon_and_voorhoeve1970', '1458_SAY') 3
5105 ('momuna_voorhoeve-1975', '2121_ARM_OR_HAND') 2
5106 ('moni-kemandoga_larson-larson-1972', '1212_WE') 2
5107 ('moni-kemandoga_larson-larson-1972', '1214_THIS') 2
5108 ('moni-kemandoga_larson-larson-1972', '1417_KILL') 2
5109 ('moni-kemandoga_larson-larson-1972', '714_SEED') 2
5110 ('moni_voorhoeve-1975', '1035_GOOD') 2
5111 ('moni_voorhoeve-1975', '1209_I') 2
5112 ('moni_voorhoeve-1975', '1212_WE') 2
5113 ('moresada_zgraggen-1980-sadelbert', '1220_TAIL') 2
5114 ('moresada_zgraggen-1980-sadelbert', '1268_YES') 2
5115 ('moresada_zgraggen-1980-sadelbert', '1280_FALL') 2
5116 ('moresada_zgraggen-1980-sadelbert', '1318_CHICKEN') 2
5117 ('moresada_zgraggen-1980-sadelbert', '1352_KNIFE') 2
5118 ('moresada_zgraggen-1980-sadelbert', '1442_STAND') 2
5119 ('moresada_zgraggen-1980-sadelbert', '146_SUGAR_CANE') 2
5120 ('moresada_zgraggen-1980-sadelbert', '2092_HIS_OR_HER') 2
5121 ('moresada_zgraggen-1980-sadelbert', '2103_PAINFUL_OR_SICK') 2
5122 ('moresada_zgraggen-1980-sadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5123 ('moresada_zgraggen-1980-sadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5124 ('moresada_zgraggen-1980-sadelbert', '2708_TALK') 2
5125 ('moresada_zgraggen-1980-sadelbert', '351_TARO') 2
5126 ('moresada_zgraggen-1980-sadelbert', '410_YAM') 2
5127 ('moresada_zgraggen-1980-sadelbert', '700_CARRY') 2
5128 ('moresada_zgraggen-1980-sadelbert', '725_OLD_PERSON') 2
5129 ('moresada_zgraggen-1980-sadelbert', '908_DRUM') 2
5130 ('moresada_zgraggen-1980-sadelbert', '970_COCONUT') 2
5131 ('morigi_wurm-1973', '1240_NOT') 2
5132 ('mosimo_zgraggen-1980-mabuso', '1220_TAIL') 3
5133 ('mosimo_zgraggen-1980-mabuso', '1256_HEAD') 2
5134 ('mosimo_zgraggen-1980-mabuso', '1318_CHICKEN') 2
5135 ('mosimo_zgraggen-1980-mabuso', '1380_TOOTH') 2
5136 ('mosimo_zgraggen-1980-mabuso', '1403_BITE') 2
5137 ('mosimo_zgraggen-1980-mabuso', '1442_STAND') 2
5138 ('mosimo_zgraggen-1980-mabuso', '1447_GIVE') 3
5139 ('mosimo_zgraggen-1980-mabuso', '1453_WASH') 2
5140 ('mosimo_zgraggen-1980-mabuso', '1489_CLOUD') 2
5141 ('mosimo_zgraggen-1980-mabuso', '1509_MOSQUITO') 2
5142 ('mosimo_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 2
5143 ('mosimo_zgraggen-1980-mabuso', '2092_HIS_OR_HER') 3
5144 ('mosimo_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5145 ('mosimo_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5146 ('mosimo_zgraggen-1980-mabuso', '2708_TALK') 2
5147 ('mosimo_zgraggen-1980-mabuso', '351_TARO') 2
5148 ('mosimo_zgraggen-1980-mabuso', '410_YAM') 2
5149 ('mosimo_zgraggen-1980-mabuso', '470_POSSUM') 2
5150 ('mosimo_zgraggen-1980-mabuso', '503_FROG') 2
5151 ('mosimo_zgraggen-1980-mabuso', '677_AXE') 2
5152 ('mosimo_zgraggen-1980-mabuso', '700_CARRY') 3
5153 ('mosimo_zgraggen-1980-mabuso', '725_OLD_PERSON') 2
5154 ('mosimo_zgraggen-1980-mabuso', '908_DRUM') 2
5155 ('mosimo_zgraggen-1980-mabuso', '970_COCONUT') 2
5156 ('mosimo_zgraggen-1980-mabuso', '977_ARROW') 6
5157 ('motu_dutton1970', '1198_MANY') 2
5158 ('motu_dutton1970', '1214_THIS') 2
5159 ('motu_dutton1970', '1280_FALL') 2
5160 ('motu_dutton1970', '1447_GIVE') 3
5161 ('motu_dutton1970', '1623_SPEAK') 2
5162 ('motu_dutton1970', '189_HAIR_BODY') 2
5163 ('motu_dutton1970', '2103_PAINFUL_OR_SICK') 2
5164 ('motu_dutton1970', '2708_TALK') 3
5165 ('motu_dutton1970', '410_YAM') 3
5166 ('motu_dutton1970', '671_SAND') 2
5167 ('mountain-koiari_dutton2010', '1203_LONG') 2
5168 ('mountain-koiari_dutton2010', '1209_I') 2
5169 ('mountain-koiari_dutton2010', '1246_SMALL') 2
5170 ('mountain-koiari_dutton2010', '1333_NECK') 2
5171 ('mountain-koiari_dutton2010', '1336_EAT') 2
5172 ('mountain-koiari_dutton2010', '1366_BOY') 2
5173 ('mountain-koiari_dutton2010', '1416_SIT') 2
5174 ('mountain-koiari_dutton2010', '1418_DIG') 2
5175 ('mountain-koiari_dutton2010', '1433_HIT') 2
5176 ('mountain-koiari_dutton2010', '2102_BURN') 2
5177 ('mountain-koiari_dutton2010', '2159_GROUND') 2
5178 ('mountain-koiari_dutton2010', '262_HE_OR_SHE_OR_IT') 2
5179 ('mountain-koiari_dutton2010', '962_WOMAN') 2
5180 ('mpur_voorhoeve-1975', '1220_TAIL') 2
5181 ('mubami_franklin-1973-b', '1203_LONG') 3
5182 ('mubami_franklin-1973-b', '2108_RAINING_OR_RAIN') 2
5183 ('mubami_reesink-1976', '1204_BARK') 2
5184 ('mubami_reesink-1976', '1209_I') 2
5185 ('mubami_reesink-1976', '1214_THIS') 2
5186 ('mubami_reesink-1976', '1220_TAIL') 2
5187 ('mubami_reesink-1976', '1223_HEART') 2
5188 ('mubami_reesink-1976', '1313_MOON') 2
5189 ('mubami_reesink-1976', '1336_EAT') 2
5190 ('mubami_reesink-1976', '1343_SUN') 3
5191 ('mubami_reesink-1976', '1401_DRINK') 2
5192 ('mubami_reesink-1976', '1403_BITE') 2
5193 ('mubami_reesink-1976', '1408_HEAR') 2
5194 ('mubami_reesink-1976', '1409_SEE') 2
5195 ('mubami_reesink-1976', '1416_SIT') 2
5196 ('mubami_reesink-1976', '1417_KILL') 2
5197 ('mubami_reesink-1976', '1429_FULL') 2
5198 ('mubami_reesink-1976', '1489_CLOUD') 2
5199 ('mubami_reesink-1976', '1585_SLEEP') 2
5200 ('mubami_reesink-1976', '1786_DRY_UP') 2
5201 ('mubami_reesink-1976', '2101_BE_DEAD_OR_DIE') 2
5202 ('mubami_reesink-1976', '2102_BURN') 2
5203 ('mubami_reesink-1976', '2108_RAINING_OR_RAIN') 2
5204 ('mubami_reesink-1976', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5205 ('mubami_reesink-1976', '323_FAT_ORGANIC_SUBSTANCE') 2
5206 ('mubami_reesink-1976', '628_LEAF') 2
5207 ('mubami_reesink-1976', '646_ASH') 2
5208 ('mubami_reesink-1976', '670_ROOT') 2
5209 ('mubami_reesink-1976', '671_SAND') 3
5210 ('mubami_reesink-1976', '763_SKIN') 2
5211 ('mubami_reesink-1976', '98_ALL') 2
5212 ('mulaha_dutton1970', '1209_I') 2
5213 ('mulaha_dutton1970', '2099_CHILD') 2
5214 ('mulaha_dutton1970', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5215 ('mulaha_dutton1970', '262_HE_OR_SHE_OR_IT') 2
5216 ('mulaha_dutton1970', '410_YAM') 2
5217 ('mulaha_dutton1970', '78_THAT') 2
5218 ('mulaha_dutton1970', '977_ARROW') 3
5219 ('mulaha_dutton1970', '981_ELBOW') 2
5220 ('mum_daniels2010', '1313_MOON') 2
5221 ('mum_daniels2010', '700_CARRY') 2
5222 ('mum_zgraggen-1980-sadelbert', '1209_I') 2
5223 ('mum_zgraggen-1980-sadelbert', '1220_TAIL') 2
5224 ('mum_zgraggen-1980-sadelbert', '1268_YES') 2
5225 ('mum_zgraggen-1980-sadelbert', '1280_FALL') 2
5226 ('mum_zgraggen-1980-sadelbert', '1313_MOON') 2
5227 ('mum_zgraggen-1980-sadelbert', '1318_CHICKEN') 3
5228 ('mum_zgraggen-1980-sadelbert', '1371_KNEE') 2
5229 ('mum_zgraggen-1980-sadelbert', '1408_HEAR') 2
5230 ('mum_zgraggen-1980-sadelbert', '1409_SEE') 2
5231 ('mum_zgraggen-1980-sadelbert', '1430_STAR') 2
5232 ('mum_zgraggen-1980-sadelbert', '1432_CUT') 2
5233 ('mum_zgraggen-1980-sadelbert', '1442_STAND') 2
5234 ('mum_zgraggen-1980-sadelbert', '146_SUGAR_CANE') 3
5235 ('mum_zgraggen-1980-sadelbert', '1509_MOSQUITO') 2
5236 ('mum_zgraggen-1980-sadelbert', '2092_HIS_OR_HER') 2
5237 ('mum_zgraggen-1980-sadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5238 ('mum_zgraggen-1980-sadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5239 ('mum_zgraggen-1980-sadelbert', '2457_PATH_OR_ROAD') 2
5240 ('mum_zgraggen-1980-sadelbert', '2708_TALK') 2
5241 ('mum_zgraggen-1980-sadelbert', '410_YAM') 3
5242 ('mum_zgraggen-1980-sadelbert', '470_POSSUM') 2
5243 ('mum_zgraggen-1980-sadelbert', '639_MOUNTAIN') 2
5244 ('mum_zgraggen-1980-sadelbert', '646_ASH') 2
5245 ('mum_zgraggen-1980-sadelbert', '700_CARRY') 2
5246 ('mum_zgraggen-1980-sadelbert', '725_OLD_PERSON') 2
5247 ('mum_zgraggen-1980-sadelbert', '834_BUTTOCKS') 2
5248 ('mum_zgraggen-1980-sadelbert', '908_DRUM') 2
5249 ('mum_zgraggen-1980-sadelbert', '960_WIND') 2
5250 ('mum_zgraggen-1980-sadelbert', '970_COCONUT') 2
5251 ('mum_zgraggen-1980-sadelbert', '977_ARROW') 4
5252 ('mungkip_mcelhanon_and_voorhoeve1970', '674_MOUTH') 2
5253 ('mungkip_retsema-et-al-2009', '639_MOUNTAIN') 2
5254 ('mungkip_retsema-et-al-2009', '78_THAT') 2
5255 ('munit_zgraggen-1980-mabuso', '1216_MOTHER') 2
5256 ('munit_zgraggen-1980-mabuso', '1217_FATHER') 2
5257 ('munit_zgraggen-1980-mabuso', '1220_TAIL') 3
5258 ('munit_zgraggen-1980-mabuso', '1233_NIGHT') 3
5259 ('munit_zgraggen-1980-mabuso', '1240_NOT') 3
5260 ('munit_zgraggen-1980-mabuso', '1256_HEAD') 2
5261 ('munit_zgraggen-1980-mabuso', '1287_COLD') 2
5262 ('munit_zgraggen-1980-mabuso', '1318_CHICKEN') 3
5263 ('munit_zgraggen-1980-mabuso', '1335_WHITE') 2
5264 ('munit_zgraggen-1980-mabuso', '1409_SEE') 2
5265 ('munit_zgraggen-1980-mabuso', '1442_STAND') 2
5266 ('munit_zgraggen-1980-mabuso', '1503_SALIVA') 2
5267 ('munit_zgraggen-1980-mabuso', '1507_FRUIT') 2
5268 ('munit_zgraggen-1980-mabuso', '1509_MOSQUITO') 2
5269 ('munit_zgraggen-1980-mabuso', '163_BLACK') 3
5270 ('munit_zgraggen-1980-mabuso', '1645_SHORT') 2
5271 ('munit_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 2
5272 ('munit_zgraggen-1980-mabuso', '1807_AFTERNOON') 2
5273 ('munit_zgraggen-1980-mabuso', '2092_HIS_OR_HER') 4
5274 ('munit_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5275 ('munit_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5276 ('munit_zgraggen-1980-mabuso', '235_FLYING_FOX') 2
5277 ('munit_zgraggen-1980-mabuso', '262_HE_OR_SHE_OR_IT') 2
5278 ('munit_zgraggen-1980-mabuso', '2708_TALK') 2
5279 ('munit_zgraggen-1980-mabuso', '343_VINE') 2
5280 ('munit_zgraggen-1980-mabuso', '351_TARO') 2
5281 ('munit_zgraggen-1980-mabuso', '410_YAM') 3
5282 ('munit_zgraggen-1980-mabuso', '420_FOREST') 2
5283 ('munit_zgraggen-1980-mabuso', '470_POSSUM') 3
5284 ('munit_zgraggen-1980-mabuso', '639_MOUNTAIN') 2
5285 ('munit_zgraggen-1980-mabuso', '646_ASH') 2
5286 ('munit_zgraggen-1980-mabuso', '677_AXE') 3
5287 ('munit_zgraggen-1980-mabuso', '700_CARRY') 2
5288 ('munit_zgraggen-1980-mabuso', '725_OLD_PERSON') 2
5289 ('munit_zgraggen-1980-mabuso', '78_THAT') 2
5290 ('munit_zgraggen-1980-mabuso', '817_THEY') 2
5291 ('munit_zgraggen-1980-mabuso', '908_DRUM') 2
5292 ('munit_zgraggen-1980-mabuso', '970_COCONUT') 3
5293 ('munit_zgraggen-1980-mabuso', '977_ARROW') 4
5294 ('munit_zgraggen-1980-mabuso', '982_LIME_FRUIT') 2
5295 ('mup_mcelhanon_and_voorhoeve1970', '1209_I') 2
5296 ('muratayak_mcelhanon_and_voorhoeve1970', '1503_SALIVA') 2
5297 ('murik_foley2005', '1202_BIG') 2
5298 ('murik_foley2005', '1205_TONGUE') 2
5299 ('murik_foley2005', '1221_NOSE') 2
5300 ('murik_foley2005', '1247_EAR') 2
5301 ('murik_foley2005', '1248_EYE') 2
5302 ('murik_foley2005', '1252_HOUSE') 2
5303 ('murik_foley2005', '1313_MOON') 2
5304 ('murik_foley2005', '1336_EAT') 2
5305 ('murik_foley2005', '1337_PIG') 2
5306 ('murik_foley2005', '1343_SUN') 2
5307 ('murik_foley2005', '1380_TOOTH') 2
5308 ('murik_foley2005', '1394_BONE') 2
5309 ('murik_foley2005', '1402_BREAST') 2
5310 ('murik_foley2005', '1408_HEAR') 2
5311 ('murik_foley2005', '1416_SIT') 2
5312 ('murik_foley2005', '1430_STAR') 2
5313 ('murik_foley2005', '1433_HIT') 2
5314 ('murik_foley2005', '1446_COME') 2
5315 ('murik_foley2005', '1493_ONE') 2
5316 ('murik_foley2005', '1498_TWO') 2
5317 ('murik_foley2005', '1509_MOSQUITO') 2
5318 ('murik_foley2005', '1857_CROCODILE') 2
5319 ('murik_foley2005', '189_HAIR_BODY') 2
5320 ('murik_foley2005', '2159_GROUND') 2
5321 ('murik_foley2005', '217_BETELNUT') 2
5322 ('murik_foley2005', '221_FIRE') 2
5323 ('murik_foley2005', '492_THREE') 2
5324 ('murik_foley2005', '628_LEAF') 2
5325 ('murik_foley2005', '675_FAECES_EXCREMENT') 2
5326 ('murik_foley2005', '683_PERSON') 2
5327 ('murik_foley2005', '695_GO') 2
5328 ('murik_foley2005', '730_SNAKE') 2
5329 ('murik_foley2005', '744_EGG') 2
5330 ('murik_foley2005', '817_THEY') 2
5331 ('murik_foley2005', '930_VILLAGE') 2
5332 ('murik_foley2005', '946_BLOOD') 2
5333 ('murik_foley2005', '948_WATER') 2
5334 ('murik_foley2005', '962_WOMAN') 2
5335 ('murik_foley2005', '982_LIME_FRUIT') 2
5336 ('murupi_zgraggen-1980-mabuso', '1035_GOOD') 2
5337 ('murupi_zgraggen-1980-mabuso', '1172_SHOOT') 2
5338 ('murupi_zgraggen-1980-mabuso', '1220_TAIL') 4
5339 ('murupi_zgraggen-1980-mabuso', '1221_NOSE') 2
5340 ('murupi_zgraggen-1980-mabuso', '1246_SMALL') 2
5341 ('murupi_zgraggen-1980-mabuso', '1268_YES') 2
5342 ('murupi_zgraggen-1980-mabuso', '1280_FALL') 2
5343 ('murupi_zgraggen-1980-mabuso', '1287_COLD') 2
5344 ('murupi_zgraggen-1980-mabuso', '1318_CHICKEN') 2
5345 ('murupi_zgraggen-1980-mabuso', '1336_EAT') 2
5346 ('murupi_zgraggen-1980-mabuso', '1352_KNIFE') 2
5347 ('murupi_zgraggen-1980-mabuso', '1442_STAND') 3
5348 ('murupi_zgraggen-1980-mabuso', '1447_GIVE') 2
5349 ('murupi_zgraggen-1980-mabuso', '1453_WASH') 2
5350 ('murupi_zgraggen-1980-mabuso', '1489_CLOUD') 2
5351 ('murupi_zgraggen-1980-mabuso', '1509_MOSQUITO') 3
5352 ('murupi_zgraggen-1980-mabuso', '163_BLACK') 2
5353 ('murupi_zgraggen-1980-mabuso', '1732_SKY') 2
5354 ('murupi_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 2
5355 ('murupi_zgraggen-1980-mabuso', '1786_DRY_UP') 2
5356 ('murupi_zgraggen-1980-mabuso', '2092_HIS_OR_HER') 2
5357 ('murupi_zgraggen-1980-mabuso', '2102_BURN') 2
5358 ('murupi_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5359 ('murupi_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5360 ('murupi_zgraggen-1980-mabuso', '2708_TALK') 2
5361 ('murupi_zgraggen-1980-mabuso', '343_VINE') 2
5362 ('murupi_zgraggen-1980-mabuso', '351_TARO') 4
5363 ('murupi_zgraggen-1980-mabuso', '410_YAM') 2
5364 ('murupi_zgraggen-1980-mabuso', '420_FOREST') 3
5365 ('murupi_zgraggen-1980-mabuso', '470_POSSUM') 4
5366 ('murupi_zgraggen-1980-mabuso', '503_FROG') 2
5367 ('murupi_zgraggen-1980-mabuso', '586_GARDEN') 2
5368 ('murupi_zgraggen-1980-mabuso', '646_ASH') 2
5369 ('murupi_zgraggen-1980-mabuso', '677_AXE') 3
5370 ('murupi_zgraggen-1980-mabuso', '700_CARRY') 2
5371 ('murupi_zgraggen-1980-mabuso', '725_OLD_PERSON') 2
5372 ('murupi_zgraggen-1980-mabuso', '834_BUTTOCKS') 2
5373 ('murupi_zgraggen-1980-mabuso', '908_DRUM') 2
5374 ('murupi_zgraggen-1980-mabuso', '945_SPEAR') 2
5375 ('murupi_zgraggen-1980-mabuso', '970_COCONUT') 3
5376 ('murupi_zgraggen-1980-mabuso', '977_ARROW') 4
5377 ('murupi_zgraggen-1980-mabuso', '98_ALL') 2
5378 ('musak_zgraggen-1980-sadelbert', '1198_MANY') 2
5379 ('musak_zgraggen-1980-sadelbert', '1212_WE') 2
5380 ('musak_zgraggen-1980-sadelbert', '1220_TAIL') 3
5381 ('musak_zgraggen-1980-sadelbert', '1247_EAR') 2
5382 ('musak_zgraggen-1980-sadelbert', '1268_YES') 2
5383 ('musak_zgraggen-1980-sadelbert', '1318_CHICKEN') 3
5384 ('musak_zgraggen-1980-sadelbert', '1355_LAUGH') 2
5385 ('musak_zgraggen-1980-sadelbert', '1371_KNEE') 2
5386 ('musak_zgraggen-1980-sadelbert', '1430_STAR') 2
5387 ('musak_zgraggen-1980-sadelbert', '1442_STAND') 2
5388 ('musak_zgraggen-1980-sadelbert', '146_SUGAR_CANE') 2
5389 ('musak_zgraggen-1980-sadelbert', '1786_DRY_UP') 2
5390 ('musak_zgraggen-1980-sadelbert', '2099_CHILD') 2
5391 ('musak_zgraggen-1980-sadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
5392 ('musak_zgraggen-1980-sadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5393 ('musak_zgraggen-1980-sadelbert', '2708_TALK') 2
5394 ('musak_zgraggen-1980-sadelbert', '351_TARO') 2
5395 ('musak_zgraggen-1980-sadelbert', '410_YAM') 2
5396 ('musak_zgraggen-1980-sadelbert', '470_POSSUM') 2
5397 ('musak_zgraggen-1980-sadelbert', '670_ROOT') 2
5398 ('musak_zgraggen-1980-sadelbert', '677_AXE') 2
5399 ('musak_zgraggen-1980-sadelbert', '700_CARRY') 2
5400 ('musak_zgraggen-1980-sadelbert', '725_OLD_PERSON') 2
5401 ('musak_zgraggen-1980-sadelbert', '744_EGG') 2
5402 ('musak_zgraggen-1980-sadelbert', '763_SKIN') 2
5403 ('musak_zgraggen-1980-sadelbert', '908_DRUM') 2
5404 ('musak_zgraggen-1980-sadelbert', '930_VILLAGE') 2
5405 ('musak_zgraggen-1980-sadelbert', '970_COCONUT') 3
5406 ('musak_zgraggen-1980-sadelbert', '974_TOBACCO') 2
5407 ('musak_zgraggen-1980-sadelbert', '977_ARROW') 4
5408 ('musak_zgraggen-1980-sadelbert', '981_ELBOW') 2
5409 ('musar_zgraggen-1980-nadelbert', '1172_SHOOT') 2
5410 ('musar_zgraggen-1980-nadelbert', '1214_THIS') 2
5411 ('musar_zgraggen-1980-nadelbert', '1220_TAIL') 2
5412 ('musar_zgraggen-1980-nadelbert', '1318_CHICKEN') 2
5413 ('musar_zgraggen-1980-nadelbert', '1355_LAUGH') 2
5414 ('musar_zgraggen-1980-nadelbert', '1366_BOY') 2
5415 ('musar_zgraggen-1980-nadelbert', '1406_FAR') 2
5416 ('musar_zgraggen-1980-nadelbert', '1432_CUT') 2
5417 ('musar_zgraggen-1980-nadelbert', '1442_STAND') 2
5418 ('musar_zgraggen-1980-nadelbert', '1504_FLY_INSECT') 2
5419 ('musar_zgraggen-1980-nadelbert', '1509_MOSQUITO') 2
5420 ('musar_zgraggen-1980-nadelbert', '1554_MAN') 2
5421 ('musar_zgraggen-1980-nadelbert', '2092_HIS_OR_HER') 2
5422 ('musar_zgraggen-1980-nadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 3
5423 ('musar_zgraggen-1980-nadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5424 ('musar_zgraggen-1980-nadelbert', '2708_TALK') 2
5425 ('musar_zgraggen-1980-nadelbert', '351_TARO') 2
5426 ('musar_zgraggen-1980-nadelbert', '410_YAM') 2
5427 ('musar_zgraggen-1980-nadelbert', '470_POSSUM') 2
5428 ('musar_zgraggen-1980-nadelbert', '677_AXE') 2
5429 ('musar_zgraggen-1980-nadelbert', '695_GO') 2
5430 ('musar_zgraggen-1980-nadelbert', '700_CARRY') 2
5431 ('musar_zgraggen-1980-nadelbert', '725_OLD_PERSON') 2
5432 ('musar_zgraggen-1980-nadelbert', '908_DRUM') 2
5433 ('musar_zgraggen-1980-nadelbert', '970_COCONUT') 2
5434 ('musar_zgraggen-1980-nadelbert', '977_ARROW') 4
5435 ('muyu-north_mcelhanon_and_voorhoeve1970', '1371_KNEE') 2
5436 ('muyu-north_mcelhanon_and_voorhoeve1970', '2304_THEE_OBLIQUE_CASE_OF_YOU') 3
5437 ('muyu-north_mcelhanon_and_voorhoeve1970', '262_HE_OR_SHE_OR_IT') 2
5438 ('muyu-north_voorhoeve-1975', '1215_THOU') 2
5439 ('muyu-north_voorhoeve-1975', '1447_GIVE') 2
5440 ('muyu-south_mcelhanon_and_voorhoeve1970', '2304_THEE_OBLIQUE_CASE_OF_YOU') 3
5441 ('muyu-south_mcelhanon_and_voorhoeve1970', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
5442 ('muyu-south_mcelhanon_and_voorhoeve1970', '262_HE_OR_SHE_OR_IT') 2
5443 ('muyu-south_voorhoeve-1975', '1215_THOU') 2
5444 ('muyu-south_voorhoeve-1975', '1447_GIVE') 2
5445 ('nabak_mcelhanon-1967', '2272_HOT_OR_WARM') 2
5446 ('nabak_mcelhanon_and_voorhoeve1970', '1394_BONE') 2
5447 ('nabak_mcelhanon_and_voorhoeve1970', '1458_SAY') 2
5448 ('nafri_voorhoeve-1975', '1212_WE') 2
5449 ('nafri_voorhoeve-1975', '1215_THOU') 2
5450 ('nakai_hughes-2009', '1645_SHORT') 3
5451 ('nakai_hughes-2009', '1786_DRY_UP') 2
5452 ('nakai_hughes-2009', '189_HAIR_BODY') 2
5453 ('nakame-dzenzen_retsema-et-al-2009', '1214_THIS') 2
5454 ('nakame-gufin_retsema-et-al-2009', '1035_GOOD') 2
5455 ('nakame-gufin_retsema-et-al-2009', '1236_WHAT') 2
5456 ('nakame-gufin_retsema-et-al-2009', '1490_RAT') 2
5457 ('nakame-munguleng_retsema-et-al-2009', '1203_LONG') 2
5458 ('nakame-munguleng_retsema-et-al-2009', '1204_BARK') 2
5459 ('nakame-munguleng_retsema-et-al-2009', '1231_NEW') 2
5460 ('nakame-munguleng_retsema-et-al-2009', '1263_SISTER') 2
5461 ('nakame-munguleng_retsema-et-al-2009', '1295_STICK') 2
5462 ('nakame-munguleng_retsema-et-al-2009', '1429_FULL') 2
5463 ('nakame-munguleng_retsema-et-al-2009', '1430_STAR') 2
5464 ('nakame-munguleng_retsema-et-al-2009', '159_SWEET_POTATO') 2
5465 ('nakame-munguleng_retsema-et-al-2009', '165_WALLABY') 2
5466 ('nakame-munguleng_retsema-et-al-2009', '1786_DRY_UP') 2
5467 ('nakame-munguleng_retsema-et-al-2009', '189_HAIR_BODY') 2
5468 ('nakame-munguleng_retsema-et-al-2009', '2009_DOG') 3
5469 ('nakame-munguleng_retsema-et-al-2009', '2098_FOOT_OR_LEG') 2
5470 ('nakame-munguleng_retsema-et-al-2009', '323_FAT_ORGANIC_SUBSTANCE') 2
5471 ('nakame-munguleng_retsema-et-al-2009', '466_CASSOWARY') 2
5472 ('nakame-munguleng_retsema-et-al-2009', '639_MOUNTAIN') 2
5473 ('nakame-munguleng_retsema-et-al-2009', '730_SNAKE') 2
5474 ('nakame-munguleng_retsema-et-al-2009', '778_SMOKE_EXHAUST') 2
5475 ('nakame-munguleng_retsema-et-al-2009', '974_TOBACCO') 2
5476 ('nakame-popof_retsema-et-al-2009', '1216_MOTHER') 2
5477 ('nakame-popof_retsema-et-al-2009', '1217_FATHER') 2
5478 ('nakame-popof_retsema-et-al-2009', '1233_NIGHT') 2
5479 ('nakame-popof_retsema-et-al-2009', '1248_EYE') 2
5480 ('nakame-popof_retsema-et-al-2009', '2009_DOG') 2
5481 ('nakame-popof_retsema-et-al-2009', '78_THAT') 2
